0.11852	-0.97	1.9682	-0.03961	-0.20796	-0.2733	-0.32548	0.96109	0.82352	-0.17067
0.17815	-0.64965	-1.6558	0.53668	-0.19861	-1.1639	0.087843	-2.1719	0.30077	-1.2074
-0.47367	2.004	1.022	-0.19066	1.0173	0.47009	-1.7017	-1.1858	-0.59269	1.0099
-0.41459	0.17349	-1.0649	-0.41955	-0.64605	-0.048662	-0.55048	0.055618	1.9737	0.63145
1.4397	0.76824	-0.52103	-1.5387	1.9003	-0.49255	-0.55485	-0.3705	0.85712	0.31919
1.8145	0.1827	-0.89554	0.35613	0.55091	-1.9661	1.3932	-0.29806	1.5895	-0.23293
-2.3941	-2.8217	0.99641	0.59738	-1.2835	-0.70547	-0.72945	-0.65851	0.452	0.08181
-2.19	-2.1627	0.75557	0.42021	0.22979	-1.7849	0.52184	0.18983	0.86758	1.2727
-1.9092	-1.9307	-0.53523	0.06896	1.1408	0.43207	-0.29749	0.6613	-0.23422	0.88053
0.63171	1.5771	-0.17393	-0.079308	0.32243	-0.70597	-0.89096	-1.0421	-0.70734	-2.0848
1.0705	0.47597	2.7566	-0.25308	-0.29064	1.2171	-0.97949	-0.93122	0.20995	-0.81028
0.37848	0.99861	-1.4692	1.1572	-1.046	1.2425	-1.9301	2.165	-2.679	0.24466
-1.9522	-2.4921	0.053415	-1.0089	-0.38387	-0.019596	0.097973	-0.02661	-1.787	0.5052
-1.2689	-0.85245	0.43486	0.56092	1.3814	-1.2391	3.1224	1.3765	2.4802	1.3071
0.40261	0.10548	-1.9911	-0.53445	1.4032	-1.3293	0.053186	-0.75404	0.14376	0.03636
-1.5941	2.9111	0.35223	0.96976	-0.12403	1.0281	-0.58665	0.4722	-0.1116	1.6622
-2.347	-2.7631	-1.9597	0.33538	-1.1704	0.53202	0.018102	0.27966	0.063399	0.7397
-2.1838	-1.935	1.0957	-0.77399	-0.97571	1.4726	-1.712	1.0995	-0.5045	-1.5938
0.20094	-0.70624	1.0458	0.22306	0.30227	-0.6192	-0.61474	1.2682	-0.12086	1.6005
1.1755	1.4327	-1.4967	-1.2991	-1.5953	-1.6398	-1.4308	1.538	1.0002	-0.62231
0.14401	1.0211	-0.93484	0.81417	-0.8364	0.88158	-0.35968	1.0243	-0.63905	-1.2078
-1.3799	-1.7216	-0.83546	2.1643	-0.44526	0.70697	-1.6926	-0.45681	-0.53087	0.72501
1.8603	0.47813	-0.33026	-1.2674	1.7536	-1.1317	-0.40052	1.2228	-0.96495	0.46867
-1.0698	-1.6876	1.3092	0.094451	-0.69304	0.34009	0.59381	-0.77276	0.9537	0.71091
-0.38918	-1	-1.7571	1.56	-0.43193	-0.23526	-0.53862	-0.84085	-0.21289	0.17076
0.23134	0.79217	-0.8819	0.1642	-1.0298	0.42881	-1.5018	-0.73604	1.1581	1.2305
1.4644	0.85613	-1.5368	0.56242	0.847	-1.7664	-1.3216	0.44453	0.13878	0.2924
